Country,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita,Country_Original
36,0.49032652029913437,0.027119523846347394,0.12892653622659264,-0.04744831607665941,-0.04996424433175082,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Canada                              
106,1.521922575993417,-0.0667699205331598,-0.07263812729945661,-0.06483387536030538,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.16600235438657487,Kiribati                            
101,1.2799432542873508,-0.06132403251261927,-0.07263812729945661,-0.05055373666594514,-0.05538251813212349,-0.04566490964044055,-0.059630907709725275,-0.03866604592242387,-0.028495486944507955,Jamaica                             
86,-1.1907929778693263,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Guinea-Bissau                       
90,0.273818706141075,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Hong Kong                           
142,0.5794767967171588,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Namibia                             
163,-0.18466842972305061,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Paraguay                            
10,-0.2101399372710576,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Aruba                               
0,1.369093530705375,-0.06503999737835568,-0.07258627920203763,-0.061608554362166924,-0.05296319587707337,-0.048222545643111896,-0.057389567450332295,-0.03866604592242387,-0.2206705207785502,Afghanistan                         
13,-0.7068343344571937,-0.06684525902017362,-0.07263743674619405,-0.06503770605535503,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Azerbaijan                          
214,0.9870209174852704,-0.03935443647859496,-0.03596078318526605,-0.03772439291870294,-0.05538251813212349,-0.003791471034098359,-0.059630907709725275,-0.03866604592242387,-0.15312137436178627,Turkey                              
58,1.445508053349396,-0.04520565075636744,-0.07088566160669489,-0.011933814974480534,-0.05538251813212349,-0.016207985340210136,-0.059630907709725275,-0.03866604592242387,-0.012434356537665558,Dominican Republic                  
1,0.7959846108752181,-0.06599132731103909,-0.07261738806048902,-0.06275959828715315,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Albania                             
90,-0.14646116840104012,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Hong Kong                           
43,-0.5540052891691518,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Colombia                            
56,-0.7577773495532076,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Djibouti                            
84,0.08278239953102269,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Guatemala                           
94,-1.5601298373154275,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Indonesia                           
109,-0.6813628269091867,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Kuwaiti Oil Fires                   
179,0.3374974750110925,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Saint Vincent and the Grenadines    
59,-1.152585716547316,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Ecuador                             
120,0.5667410429431553,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Luxembourg                          
99,0.5412695353951483,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Israel                              
139,0.7577773495532076,-0.06620969405295056,-0.07129007676656297,-0.0650017359326992,-0.05538251813212349,-0.04859020603429957,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Morocco                             
4,0.7068343344571937,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Angola                              
44,1.2162644854173332,-0.06678771694966543,-0.07263812729945661,-0.06488183552384648,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.2170752487653658,Comoros                             
9,0.8214561184232251,-0.06504615375333409,-0.07080668382249325,-0.06259090325503613,-0.05492413558013807,-0.04914083340641356,-0.059630907709725275,-0.03866604592242387,-0.12095327633908083,Armenia                             
190,-0.9997566712592739,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Slovenia                            
48,-1.1907929778693263,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Croatia                             
72,-1.2417359929653402,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,French Polynesia                    
203,0.273818706141075,-0.05713316099536838,-0.05068564285225802,-0.064246363356927,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.002021756780138249,Switzerland                         
116,1.4582438071233996,-0.06634354360203722,-0.07263812729945661,-0.06377875176240135,-0.05538251813212349,-0.04885393537951852,-0.059630907709725275,-0.03866604592242387,-0.21688207027949316,Liberia                             
170,-1.4582438071233996,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Romania                             
106,0.14646116840104012,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Kiribati                            
199,0.6558913193611797,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Sudan                               
166,-0.40117624388110995,-0.061043923522477644,-0.059116143492585115,-0.06503770605535503,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Poland                              
73,-0.375704736333103,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,French West Africa                  
76,-0.29929021368908204,-0.06684168297987551,-0.07262984915071477,-0.06503684214411219,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Georgia                             
189,0.12098966085303316,-0.055183500182015566,-0.04545713297541148,-0.06503770605535503,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Slovakia                            
160,-1.2290002391913368,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Panama                              
104,-0.9360779023892565,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Kazakhstan                          
191,-1.0124924250332774,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Solomon Islands                     
44,0.8341918721972286,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.2316571720838125,Comoros                             
57,1.2162644854173332,-0.06680106426204464,-0.07263812729945661,-0.0649178056465023,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.17967529377444272,Dominica                            
67,-0.13372541462703663,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Fiji                                
51,-0.006367876887001745,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Cyprus                              
55,0.324761721237089,-0.057337819785182965,-0.05047825046258207,-0.06503770605535503,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,0.046082583362077975,Denmark                             
167,-1.0634354401292914,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Portugal                            
187,0.7068343344571937,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Singapore                           
203,1.3054147618353578,-0.017470183344493153,-0.06871841113458128,0.044958929026140265,-0.03333140382828125,0.03502263120481321,-0.059630907709725275,-0.03866604592242387,0.40652746009091406,Switzerland                         
218,-0.9870209174852704,-0.06636950116178343,-0.07152857801469033,-0.06503770605535503,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,USA                                 
185,-0.7323058420052007,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Seychelles                          
132,-0.6686270731351832,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Mayotte                             
170,1.152585716547316,0.1450114563486794,0.051421396479276404,0.09184868690302556,0.4695741981392643,0.1701436602974352,-0.059630907709725275,-0.03866604592242387,0.6099709975041967,Romania                             
142,-1.101642701451302,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Namibia                             
70,-0.4521192589771239,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,French Equatorial Africa            
51,-0.1974041834970541,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Cyprus                              
113,1.6874873750554624,-0.035028080997914025,-0.0708649223677273,0.011818456019245445,-0.05538251813212349,0.022322084744502535,-0.059630907709725275,-0.03866604592242387,0.22394399158194114,Lebanon                             
203,0.6686270731351832,-0.054146538351925476,-0.047543648148667475,-0.06087716186816526,-0.05538251813212349,-0.038802249447942104,-0.059630907709725275,-0.03866604592242387,0.026477398590956828,Switzerland                         
187,0.8596633797452355,-0.06261779775001855,-0.07077061656520571,-0.055803519127957314,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,0.0819467331758146,Singapore                           
181,-0.04457513820901222,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Sao Tome and Principe               
193,-0.08278239953102269,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,South Africa                        
59,-1.5856013448634345,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Ecuador                             
137,0.5285337816211448,-0.0666962504601934,-0.07230168635377025,-0.0650243546997841,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Montenegro                          
223,1.6620158675074554,-0.05892698902243353,-0.07262775201970018,-0.04501504788581145,-0.05465126851630088,-0.039742600978145436,-0.059630907709725275,-0.03866604592242387,-0.03400112552687603,Uruguay                             
21,-1.6620158675074554,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Benin                               
23,-0.5667410429431553,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Bhutan                              
193,1.3563577769313717,0.29904640142991523,0.6622568055172484,0.04868783174146018,-0.03118929558162228,0.067111911369335,-0.059630907709725275,-0.03866604592242387,0.5149322524847677,South Africa                        
110,-0.31202596746308553,-0.06683960292655441,-0.07262444359033976,-0.06503749007754432,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Kyrgyzstan                          
15,1.5346583297674206,-0.043262935596836416,-0.07263812729945661,-0.05281985439326175,0.05154648528639382,-0.04497026353319848,-0.059630907709725275,-0.03866604592242387,1.837905748948488,Bahrain                             
170,1.7002231288294658,0.02669080700702295,-0.020820827423926765,0.03214479208020643,0.10390175954593923,0.08233100747217195,0.02821609106681074,-0.05100799947964065,0.1765722190240731,Romania                             
114,1.4073007920273857,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.2316571720838125,Leeward Islands                     
142,-1.4837153146714066,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Namibia                             
42,-0.8851348872932425,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Christmas Island                    
129,-0.38844049010710646,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Martinique                          
148,0.8087203646492216,-0.06683672873728935,-0.07263812729945661,-0.06503770605535503,-0.05538251813212349,-0.04959409016403195,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Nicaragua                           
65,1.420036545801389,-0.06322682351970157,-0.07263812729945661,-0.05628497620910567,-0.05538251813212349,-0.039298735996109606,-0.059630907709725275,-0.03866604592242387,-0.2266213907614056,Ethiopia                            
63,-1.3054147618353578,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Eritrea                             
98,-1.152585716547316,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Ireland                             
192,0.324761721237089,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Somalia                             
187,0.94881365616326,-0.0651548957352751,-0.07260710051495856,-0.060517365742266,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.14167821342627765,Singapore                           
27,1.445508053349396,-0.06301042754634828,-0.06812734282400484,-0.05991795859734342,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.03846461429151039,Botswana                            
127,-0.324761721237089,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Malta                               
60,0.38844049010710646,-0.06662754920111488,-0.07263812729945661,-0.06445019405197665,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Egypt                               
48,-1.152585716547316,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Croatia                             
12,0.5412695353951483,-0.0411144991567401,-0.015460529419110117,-0.0626512755979107,-0.05538251813212349,-0.040933975333661915,-0.059630907709725275,-0.03866604592242387,0.09840115304425409,Austria                             
193,-1.4837153146714066,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,South Africa                        
65,1.2035287316433299,-0.06463863087236724,-0.07263812729945661,-0.05925850634865339,-0.05538251813212349,-0.048069100603814564,-0.059630907709725275,-0.03866604592242387,-0.22627580096878938,Ethiopia                            
109,-0.5922125504911623,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Kuwaiti Oil Fires                   
181,-0.4393835052031204,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Sao Tome and Principe               
153,-0.6813628269091867,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,North Macedonia                     
209,-0.324761721237089,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Timor-Leste                         
113,0.5667410429431553,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Lebanon                             
34,-0.5412695353951483,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Cambodia                            
77,-1.101642701451302,-0.06608475849769356,-0.0708649223677273,-0.06503770605535503,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Germany                             
122,-0.6813628269091867,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Madagascar                          
87,0.6813628269091867,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Guyana                              
6,0.9997566712592739,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.2316571720838125,Antarctica                          
219,0.923342148615253,-0.06649013211165611,-0.07263812729945661,-0.064246363356927,-0.05538251813212349,-0.04808826396943338,-0.059630907709725275,-0.03866604592242387,-0.2274444945938194,Uganda                              
70,0.897870641067246,-0.06642289041130028,-0.07263812729945661,-0.06389865217125408,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.2254466958765038,French Equatorial Africa            
201,-0.6176840580391693,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Swaziland                           
12,0.897870641067246,-0.03259694430451949,-0.0160852480505551,-0.04605500722349104,-0.0453007019014844,-0.016837786761628535,-0.059630907709725275,-0.03866604592242387,0.18814709726676748,Austria                             
98,0.057310891983015706,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Ireland                             
58,1.5346583297674206,-0.043638411328211536,-0.06735063738165965,-0.01556430707311301,-0.051325890322897846,0.0031713565884184413,-0.059630907709725275,-0.03866604592242387,-0.018658904664673605,Dominican Republic                  
205,-1.076171193903295,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Taiwan                              
213,1.3436220231573681,-0.048189764707363525,-0.07187077545765563,-0.028228280537566652,-0.04247946610518951,0.015202290166844944,-0.051039103382052184,-0.03866604592242387,-0.04730002087273558,Tunisia                             
4,-0.14646116840104012,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Angola                              
40,-1.6874873750554624,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Chile                               
50,-1.0634354401292914,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Curaçao                             
218,1.6110728524114415,6.4240066854499265,4.621152361615364,7.120418121446533,9.381906094489132,1.167990086830767,5.353438577995256,4.538764181895036,1.515040554596735,USA                                 
182,-1.572865591089431,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Saudi Arabia                        
142,-0.18466842972305061,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Namibia                             
191,0.7959846108752181,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Solomon Islands                     
119,-0.29929021368908204,-0.06683573546022183,-0.07261777012889249,-0.06503478053773729,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Lithuania                           
182,-1.4073007920273857,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Saudi Arabia                        
111,-1.2162644854173332,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Laos                                
138,0.49032652029913437,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Montserrat                          
210,-0.7195700882311972,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Togo                                
105,-0.6558913193611797,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Kenya                               
226,1.1653214703213193,0.010443132876298654,-0.06961002294173588,0.03319036029618224,0.11730654664309229,0.003134203829128625,0.5440715015452109,-0.03866604592242387,0.23993279646032878,Venezuela                           
72,-1.420036545801389,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,French Polynesia                    
92,0.08278239953102269,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Iceland                             
187,1.7129588826034694,-0.03052719896510865,-0.06736131548600255,-0.04188882470648541,0.08885757595925557,-0.0498450784607584,-0.059630907709725275,-0.03866604592242387,0.2919982785279124,Singapore                           
214,-1.4327722995753926,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Turkey                              
114,1.2544717467393438,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.2316571720838125,Leeward Islands                     
138,0.6049483042651658,-0.06684555530330868,-0.07186875049511723,-0.0616205444030522,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Montserrat                          
11,-1.572865591089431,-0.06684555530330868,-0.07263812729945661,-0.06503770605535503,-0.05538251813212349,-0.04905932867750686,-0.059630907709725275,-0.03866604592242387,-0.09673752020146788,Australia                           
